"id";"year";"content";"number";"hassorted"
153;1988;"另一方面则在忍无可忍的情况下,先后进行了两次有限的自卫还击作战(即1974年对南越西贡政权的“西沙海战”和1988年对越南的“3·14”海战),收复了全部西沙群岛,进驻了部分南沙岛礁,显示了维护国家主权的决心与力量。";"512";153
154;1988;"中国政府于1984年设立海南行政区,1988年又改设海南省,将西、南、中沙群岛及附近海域纳入其管辖范围,以行政管辖的方式突出了对南海诸岛的主权权利。";"513";154
155;1988;"中国政府自1959年3月起,在西沙群岛的永兴岛设置“西沙群岛、南沙群岛、中沙群岛办事处”,并于1988年后开始派军驻守南海群岛中的永署礁、赤瓜礁、东门礁等岛礁。";"576";155
156;1988;"两岸在共同维护南海权益方面有过多次默契与合作,如1988年中国南海舰队在收复被越南占领的南沙岛屿的激战中曾经得到过国民党驻太平岛屿守军的援助,这类经历为两岸未来的合作提供了很好的历史条件。";"579";156
157;1988;"冷战后期,东盟担心的是越南在本地区的扩张主义行为,因此对于1988年的中越南海冲突,并未做出任何集体层面的反应。";"587";157
158;1988;"如马来西亚副外长阿卜杜拉在1988年曾对外发表讲话称,“这些(南海)岛礁在马来西亚的主权之下,马来西亚过去已重申其管辖权……它们是在马来西亚的大陆架之内,马来西亚对其拥有主权已通过马来西亚新地图作了正式声明”④。";"687";158
159;1988;"1988年,文莱公布一幅关于沿海管辖和主权的新地图,声称以《公约》关于大陆架的条款为法律依据,对南通礁拥有主权,文莱主张的大陆架进入南海断续线内。";"849";159
160;1988;"成1988年3月,越南海军向在南沙群岛赤瓜礁上考察的中方人员进行挑衅,中国方面被迫进行有限的自卫还击。";"330";160
161;1988;"1988年3月,中国和越南在南海发生武装冲突之后,台湾当局曾发表过关于南海地区的基本政策声明,其政策目标有两个:(一)避免介入和中国大陆,或中国大陆与其他南海争端国之间的军事冲突;(二)“保卫”南海岛屿,尤其是太平岛,防御来自中国大陆或其他国家的攻击。";"574";161
162;1989;"1989年7月,台湾“内政部陆委会”设立一个特别委员会,为台湾的领海和专属经济区划定基线,把南海的大部分地区称为“中国的历史性水域”。";"328";162
163;1990;"⑧1990年,中国国家主席杨尚昆在出访印尼时,首次向国际社会完整表述了中国政府在南海问题上的立场,即“搁置争议,共同开发”。";"315";163
164;1990;"从另一个事实也可以看出这一点：在1990年美国国防部向国会提交的关于东亚的报告中,基本上没有提及南海问题。";"463";164
165;1990;"中国政府处理南海问题的基本依据是邓小平的“主权在我,搁置争议,共同开发”的思想,1990年正式提出了“搁置争议,共同开发”的主张,反对将主权问题列入各种官方磋商机制或非官方论坛。";"577";165
166;1990;"1990年,东盟重要成员国之一印尼在加拿大政府的资助下,开始主办关于南海问题的非正式研讨会,研讨如何应对南海的潜在冲突。";"588";166
167;1990;"从1990年起,美国对南海地区的领土主权和海洋管辖权争端表现出越来越明显的关注。";"630";167
168;1990;"1990年10月,美国布什政府的远东事务助理国务卿所罗门在加州圣迭哥大学的一次演讲中,把南沙问题、朝鲜半岛问题、柬埔寨问题和日本与苏联关于北方四岛的争端等问题相提并论。";"631";168
169;1990;"1990年8月,中国领导人在访问新加坡时表达了中国和平解决南海争端的愿望。";"425";169
170;1991;"美国在1991年发动了第一次海湾战争,之后又在波黑、索马里、科索沃采取了军事行动,在这一过程中,美国的注意力并没有放在南海上。";"459";170
171;1991;"据统计,1983—1991年,马来西亚至少花费7000万马币经营所占领的南沙岛礁,尤其是加强了对弹丸礁的经营。";"692";171
172;1991;"而且美国在过去的十年中都没有认真地重新考虑过其南海政策,美国在菲律宾军事基地的政策却发生了变化:1991年9月16日,菲律宾参议院投票决定美菲军事基地协定不再续约。";"383";172
173;1991;"而且美国在过去的十年中都没有认真地重新考虑过其南海政策,美国在菲律宾军事基地的政策却发生了变化:1991年9月16日,菲律宾参议院投票决定美菲军事基地协定不再续约。";"479";173
174;1992;"中国与东盟组织层面有关南海问题的互动始于1992年《东盟南海宣言》的发表。";"72";174
175;1992;"菲律宾资深外交官、东盟前秘书长、新加坡东南亚研究所东盟研究中心主任鲁道夫·塞维利诺认为,1992年主持召开当年东盟外长会议的菲律宾是南海问题在会议上被讨论以及通过和发表《东盟南海宣言》的最大推手。";"96";175
176;1992;"东盟对南海问题的正式介入始于1992年。";"260";176
177;1992;"而且,自1992年以后,东盟的历届部长会议几乎都涉及到了南海问题。";"265";177
178;1992;"也是在1992年,一个名不见经传的美国公司——克里斯通能源公司(CrestoneEnergyCorporation)同中国海洋石油公司签署了一个名为“万安北-21”石油开发合同,合同规定双方将在南沙群岛西南部万安滩附近的“万安北-21”合同区进行石油开发。";"365";178
179;1992;"在此之前,东盟作为一个集体首次在南海问题上表达官方立场是在1992年。";"370";179
180;1992;"美国愿意以有领土主权要求的国家认为有帮助的任何方式给予支持……美国重申它欢迎1992年东盟关于南海的声明。";"378";180
181;1992;"也是在1992年,一个名不见经传的美国公司——克里斯通能源公司(CrestoneEnergyCorporation)同中国海洋石油公司签署了一个名为“万安北-21”石油开发合同,合同规定双方将在南沙群岛西南部万安滩附近的“万安北-21”合同区进行石油开发。";"461";181
182;1992;"在此之前,东盟作为一个集体首次在南海问题上表达官方立场是在1992年。";"466";182
183;1992;"美国愿意以有领土主权要求的国家认为有帮助的任何方式给予支持……美国重申它欢迎1992年东盟关于南海的声明。";"474";183
184;1992;"自1992年首次关注南海局势以来,东盟正逐渐加大介入南海问题的力度,逐渐形成了南海问题的“东盟化”构想。";"583";184
185;1992;"在1992年以前,作为一个正在成长中的地区组织,东盟对于南海问题并没有加以特别关注。";"586";185
186;1992;"东盟作为集体首次在南海问题上表达官方立场是在1992年。";"589";186
187;1992;"一方面,作为地区组织,自从1992年首次就南海问题表明立场以来,东盟多次强调,它在南海争议问题上不持立场,南海争议应由声索国通过和平谈判解决。";"597";187
188;1992;"1992年第25届东盟外长会议通过了《东盟关于南中国海问题的宣言》,致使南海争议更显突出。";"835";188
189;1992;"此后,在1992年《中华人民共和国领海及毗连区法》以及历次外交声明中,中国不断地重申对包括南沙群岛和黄岩岛在内的南海诸岛拥有主权,并且至今从未放弃过。";"892";189
190;1992;"1992年2月中国颁布《中华人民共和国领海及毗连区法》,重申中国的陆地领土包括东沙群岛、西沙群岛、中沙群岛、南沙群岛以及其他一切属于中华人民共和国的岛屿。";"82";190
191;1992;"1992年2月,中国通过了《中华人民共和国领海及毗连区法》,重申对南海所有岛屿的主权。";"364";191
192;1992;"1992年2月,中国通过了《中华人民共和国领海及毗连区法》,重申对南海所有岛屿的主权。";"460";192
193;1992;"1992年2月,全国人大通过《中华人民共和国领海及毗连区法》,以立法形式再次确认了中国对南海诸岛的主权权利。";"514";193
194;1992;"在1992年3月的一次美国同马来西亚、菲律宾、印尼和日本的对话中,美国东亚事务助理国务卿理查德?所罗门(RichardSolomon)表示,美国对南沙群岛不负有特殊责任,中国在2月25日宣布其对南沙群岛的主权,不过是中国长期以来的立场。";"368";194
195;1992;"在1992年3月的一次美国同马来西亚、菲律宾、印尼和日本的对话中,美国东亚事务助理国务卿理查德?所罗门(RichardSolomon)表示,美国对南沙群岛不负有特殊责任,中国在2月25日宣布其对南沙群岛的主权,不过是中国长期以来的立场。";"464";195
196;1992;"1992年5月21日,马来西亚最高元首阿兹兰·沙阿夫妇首次到弹丸礁视察,“检阅”岛上仪仗队并参加了驻岛军官举行的汇报会。";"694";196
197;1992;"例如,早在1992年6月,美国国务院发言人便针对南海问题指出:“美国的立场是涉及主权争议的有关国家,应该和平解决彼此间的分歧,通畅无阻的航运应予维护。";"11";197
198;1992;"1992年7月,美国国务卿詹姆斯·贝克(JamesBaker)公开表示:“美国并未针对南沙群岛主权争议设定立场。";"4";198
199;1992;"如前所述,东盟首次正式介入南海问题是1992年7月东盟对南海问题发表了官方的立场,即《马尼拉宣言》。";"264";199
200;1992;"在1992年7月于马尼拉召开的东盟六国外长会议上,菲律宾利用东道主的身份号召尽快解决南海的领土争端,在《东南亚友好合作条约》的基础上建立一套关于南海的行为准则。";"371";200
201;1992;"在1992年7月于马尼拉召开的东盟六国外长会议上,菲律宾利用东道主的身份号召尽快解决南海的领土争端,在《东南亚友好合作条约》的基础上建立一套关于南海的行为准则。";"467";201
202;1992;"在1992年7月于马尼拉召开的东盟六国外长会议上,菲律宾利用东道主的优势,不仅将南海问题正式列入东盟探讨的议程,还形成了东盟第一份《关于南中国海问题的东盟宣言》（即《马尼拉宣言》）。";"590";202
203;1992;"1992年7月,东盟在马尼拉发表的《东盟关于南海问题的宣言》中指出,“必须用和平的手段而不诉诸武力解决同南中国海有关的一切主权和管辖权问题。";"603";203
204;1992;"为“因应由于南海群岛资源开发而引起之军事、经济及外交之相关问题”,“维护中国南海诸岛、南海水域之权益及和平开发、管理”,台“行政院”于1992年8月5日核定成立“南海小组”。";"516";204
205;1993;"如新加坡时任外长黄根成在1993年东盟部长会议期间召开的首次东盟与中国磋商会议上提出:“和平解决南海问题,将有助于加强东盟与中国的关系。";"266";205
206;1993;"1993年,美国对南海地区潜在的安全“威胁”的重视程度提高,并认为有可能演化成较大规模的军事冲突。";"632";206
207;1993;"1993年,弹丸礁飞机跑道及度假中心竣工后,马哈蒂尔再次前往视察,以示马来西亚重视南沙小岛,并展现经营的决心。";"695";207
208;1993;"1993年,中国台湾当局曾在其公布的《南海政策纲领》中明确宣示九段线内全部海域为其管辖之海域,并对其拥有一切权益。";"823";208
